foram ordenadas 78444 palavras
ocorrencias de DIET: 1
ocorrencias de DIFFERED: 2
ocorrencias de DIFFERENCE: 5
ocorrencias de DIFFERENT: 20
ocorrencias de DIFFERING: 1
ocorrencias de DIFFICULT: 2
ocorrencias de DIFFICULTIES: 2
ocorrencias de DIFFICULTY: 11
ocorrencias de DIFFIDENCE: 1
ocorrencias de DIFFIDENT: 1
ocorrencias de DIFFUSED: 3
ocorrencias de DIFFUSING: 1
ocorrencias de DIGGING: 1
ocorrencias de DIGNITY: 4
ocorrencias de DILATORINESS: 1
ocorrencias de DILATORY: 1
ocorrencias de DILIGENCE: 3
ocorrencias de DILIGENCES: 1
ocorrencias de DIM: 3
ocorrencias de DIMMED: 2
ocorrencias de DIMMING: 1
ocorrencias de DIMPLES: 1
ocorrencias de DINNER: 1
ocorrencias de DIRE: 1
ocorrencias de DIRECT: 8
ocorrencias de DIRECTED: 13
ocorrencias de DIRECTION: 6
ocorrencias de DIRECTIONS: 1
ocorrencias de DIRECTLY: 2
ocorrencias de DIRECTOR: 1
ocorrencias de DIRGE: 1
ocorrencias de DIRT: 1
ocorrencias de DISAPPEARED: 9
ocorrencias de DISAPPOINTED: 3
ocorrencias de DISAPPOINTMENT: 7
ocorrencias de DISAPPOINTMENTS: 1
ocorrencias de DISASTER: 4
ocorrencias de DISASTERS: 1
ocorrencias de DISASTROUS: 1
ocorrencias de DISBELIEF: 1
ocorrencias de DISCERNED: 1
ocorrencias de DISCERNING: 1
ocorrencias de DISCERNMENT: 1
ocorrencias de DISCHARGE: 1
ocorrencias de DISCIPLE: 3
ocorrencias de DISCIPLINE: 1
ocorrencias de DISCLAIM: 1
ocorrencias de DISCLAIMER: 3
ocorrencias de DISCLAIMERS: 1
ocorrencias de DISCLOSE: 3
ocorrencias de DISCLOSED: 2
ocorrencias de DISCOMPOSE: 1
ocorrencias de DISCONCERTED: 1
ocorrencias de DISCONSOLATE: 3
ocorrencias de DISCONTENT: 1
ocorrencias de DISCONTENTED: 1
ocorrencias de DISCONTINUE: 1
ocorrencias de DISCOURSE: 3
ocorrencias de DISCOVER: 17
ocorrencias de DISCOVERED: 35
ocorrencias de DISCOVERERS: 1
ocorrencias de DISCOVERIES: 7
ocorrencias de DISCOVERING: 3
ocorrencias de DISCOVERY: 18
ocorrencias de DISCRIMINATION: 1
ocorrencias de DISDAIN: 4
ocorrencias de DISEASE: 2
ocorrencias de DISENCUMBERED: 1
ocorrencias de DISGRACE: 2
ocorrencias de DISGUISE: 1
ocorrencias de DISGUST: 5
ocorrencias de DISGUSTED: 1
ocorrencias de DISGUSTING: 1
ocorrencias de DISINCLINED: 1
ocorrencias de DISINTERESTED: 1
ocorrencias de DISK: 3
ocorrencias de DISLIKE: 2
ocorrencias de DISLIKED: 1
ocorrencias de DISMAL: 1
ocorrencias de DISMALLY: 1
ocorrencias de DISMAY: 2
ocorrencias de DISMISSED: 1
ocorrencias de DISMISSING: 1
ocorrencias de DISMOUNT: 1
ocorrencias de DISOBEY: 1
ocorrencias de DISORDER: 2
ocorrencias de DISOWNED: 1
ocorrencias de DISPATCHED: 1
ocorrencias de DISPEL: 2
ocorrencias de DISPELLED: 1
ocorrencias de DISPELLING: 1
ocorrencias de DISPERSED: 3
ocorrencias de DISPLAY: 1
ocorrencias de DISPLAYED: 4
ocorrencias de DISPLAYING: 5
ocorrencias de DISPLAYS: 1
ocorrencias de DISPOSED: 2
ocorrencias de DISPOSITION: 6
ocorrencias de DISPOSITIONS: 7
ocorrencias de DISPUTE: 1
ocorrencias de DISQUIET: 1
ocorrencias de DISQUIETED: 1
ocorrencias de DISQUISITION: 1
ocorrencias de DISQUISITIONS: 1
ocorrencias de DISREGARD: 1
ocorrencias de DISSECT: 1
ocorrencias de DISSECTING: 1
ocorrencias de DISSIPATE: 6
ocorrencias de DISSIPATED: 1
ocorrencias de DISSIPATES: 1
ocorrencias de DISSOLUBLE: 1
ocorrencias de DISSUADE: 1
ocorrencias de DISTANCE: 15
ocorrencias de DISTANT: 10
ocorrencias de DISTASTE: 1
ocorrencias de DISTEMPER: 1
ocorrencias de DISTINCT: 7
ocorrencias de DISTINCTION: 3
ocorrencias de DISTINCTLY: 2
ocorrencias de DISTINGUISH: 6
ocorrencias de DISTINGUISHED: 9
ocorrencias de DISTINGUISHING: 1
ocorrencias de DISTORTED: 4
ocorrencias de DISTRACTION: 1
ocorrencias de DISTRESS: 3
ocorrencias de DISTRESSING: 1
ocorrencias de DISTRIBUTE: 6
ocorrencias de DISTRIBUTED: 5
ocorrencias de DISTRIBUTING: 9
ocorrencias de DISTRIBUTION: 6
ocorrencias de DISTRIBUTOR: 1
ocorrencias de DISTRICT: 1
ocorrencias de DISTRUST: 1
ocorrencias de DISTRUSTED: 1
ocorrencias de DISTURB: 6
ocorrencias de DISTURBED: 8
ocorrencias de DISTURBS: 1
ocorrencias de DISUNION: 1
ocorrencias de DIVERSITY: 1
ocorrencias de DIVERT: 1
ocorrencias de DIVERTED: 2
ocorrencias de DIVINE: 12
ocorrencias de DIVINELY: 1
ocorrencias de DIVINEST: 1
ocorrencias de DIVISION: 1
ocorrencias de DIVULGED: 1
ocorrencias de DIZZY: 2
ocorrencias de DO: 135
ocorrencias de DOCILE: 2
ocorrencias de DOES: 17
ocorrencias de DOG: 2
ocorrencias de DOGMATISM: 1
ocorrencias de DOGS: 7
ocorrencias de DOING: 8
ocorrencias de DOMAIN: 8
ocorrencias de DOME: 1
ocorrencias de DOMES: 2
ocorrencias de DOMESTIC: 5
ocorrencias de DOMINION: 1
ocorrencias de DOMINIONS: 1
ocorrencias de DONATE: 4
ocorrencias de DONATION: 1
ocorrencias de DONATIONS: 15
ocorrencias de DONE: 9
ocorrencias de DONORS: 1
ocorrencias de DOOMED: 6
ocorrencias de DOOR: 24
ocorrencias de DOORS: 1
ocorrencias de DORMANT: 1
ocorrencias de DOTED: 2
ocorrencias de DOTH: 2
ocorrencias de DOTING: 2
ocorrencias de DOUBLE: 2
ocorrencias de DOUBLY: 1
ocorrencias de DOUBT: 12
ocorrencias de DOUBTED: 3
ocorrencias de DOUBTFUL: 1
ocorrencias de DOUBTLESS: 8
ocorrencias de DOUBTS: 1
ocorrencias de DOWN: 34
ocorrencias de DOWNCAST: 1
ocorrencias de DOWNLOADING: 1
ocorrencias de DOWNSTAIRS: 1
ocorrencias de DOZEN: 2
ocorrencias de DOZING: 1
ocorrencias de DR: 2
ocorrencias de DRAG: 1
ocorrencias de DRAGGED: 2
ocorrencias de DRAGGING: 1
ocorrencias de DRANCE: 1
ocorrencias de DRAUGHT: 2
ocorrencias de DRAW: 7
ocorrencias de DRAWER: 1
ocorrencias de DRAWING: 5
ocorrencias de DRAWN: 4
ocorrencias de DREAD: 7
ocorrencias de DREADED: 5
ocorrencias de DREADFUL: 12
ocorrencias de DREADFULLY: 3
ocorrencias de DREADING: 1
ocorrencias de DREAM: 18
ocorrencias de DREAMING: 1
ocorrencias de DREAMS: 12
ocorrencias de DREAMT: 1
ocorrencias de DREARY: 3
ocorrencias de DRENCHED: 1
ocorrencias de DRESS: 6
ocorrencias de DRESSED: 5
ocorrencias de DREW: 20
ocorrencias de DRIED: 3
ocorrencias de DRIFTED: 1
ocorrencias de DRIFTING: 1
ocorrencias de DRINK: 4
ocorrencias de DRIVE: 4
ocorrencias de DRIVEN: 5
ocorrencias de DRIVEST: 1
ocorrencias de DROP: 3
ocorrencias de DROPPED: 1
ocorrencias de DROPPING: 1
ocorrencias de DROPS: 5
ocorrencias de DROSS: 1
ocorrencias de DROVE: 3
ocorrencias de DROWNED: 1
ocorrencias de DRUG: 1
ocorrencias de DRUNK: 2
ocorrencias de DRUNKEN: 1
ocorrencias de DRY: 8
ocorrencias de DU: 1
ocorrencias de DUE: 3
ocorrencias de DULL: 2
ocorrencias de DUN: 1
ocorrencias de DUNGEON: 5
ocorrencias de DUNGEONS: 1
ocorrencias de DURATION: 1
ocorrencias de DURING: 67
ocorrencias de DUSK: 1
ocorrencias de DUSKY: 1
ocorrencias de DUST: 4
ocorrencias de DUTCH: 1
ocorrencias de DUTIES: 11
ocorrencias de DUTY: 11
ocorrencias de DUVILLARD: 1
ocorrencias de DWELL: 5
ocorrencias de DWELLING: 10
ocorrencias de DWELT: 2
ocorrencias de DYING: 6
ocorrencias de E: 23
ocorrencias de EACH: 28
ocorrencias de EAGER: 4
ocorrencias de EAGERLY: 9
ocorrencias de EAGERNESS: 5
ocorrencias de EAGLE: 2
ocorrencias de EAR: 4
ocorrencias de EARLIER: 3
ocorrencias de EARLIEST: 3
ocorrencias de EARLY: 15
ocorrencias de EARN: 1
ocorrencias de EARNEST: 3
ocorrencias de EARNESTLY: 6
ocorrencias de EARNESTNESS: 3
ocorrencias de EARS: 8
ocorrencias de EARTH: 36
ocorrencias de EARTHQUAKE: 2
ocorrencias de EASE: 3
ocorrencias de EASIER: 1
ocorrencias de EASILY: 19
ocorrencias de EAST: 2
ocorrencias de EASTERN: 3
ocorrencias de EASY: 1
ocorrencias de EAT: 4
ocorrencias de EATEN: 2
ocorrencias de EBOOK: 10
ocorrencias de EBOOKS: 7
ocorrencias de ECCENTRICITIES: 1
ocorrencias de ECHOED: 2
ocorrencias de ECSTASY: 6
ocorrencias de ECSTATIC: 1
ocorrencias de EDGE: 3
ocorrencias de EDGES: 1
ocorrencias de EDINBURGH: 4
ocorrencias de EDITION: 1
ocorrencias de EDITIONS: 4
ocorrencias de EDUCATE: 1
ocorrencias de EDUCATED: 3
ocorrencias de EDUCATION: 6
ocorrencias de EDUCATIONAL: 1
ocorrencias de EFFACE: 1
ocorrencias de EFFECT: 9
ocorrencias de EFFECTED: 1
ocorrencias de EFFECTS: 7
ocorrencias de EFFECTUAL: 1
ocorrencias de EFFORT: 6
ocorrencias de EFFORTS: 3
ocorrencias de EFFUSIONS: 1
ocorrencias de EIGHT: 4
ocorrencias de EIGHTEENTH: 1
ocorrencias de EIN: 1
ocorrencias de EITHER: 8
ocorrencias de ELAPSED: 7
ocorrencias de ELASTICITY: 1
ocorrencias de ELDER: 2
ocorrencias de ELDEST: 2
ocorrencias de ELECT: 1
ocorrencias de ELECTRICITY: 2
ocorrencias de ELECTRONIC: 27
ocorrencias de ELECTRONICALLY: 2
ocorrencias de ELEMENT: 3
ocorrencias de ELEMENTAL: 1
ocorrencias de ELEMENTARY: 1
ocorrencias de ELEMENTS: 3
ocorrencias de ELEVATE: 1
ocorrencias de ELEVATED: 6
ocorrencias de ELEVATES: 2
ocorrencias de ELEVATING: 2
ocorrencias de ELEVATION: 1
ocorrencias de ELEVEN: 1
ocorrencias de ELIXIR: 2
ocorrencias de ELIZABETH: 92
ocorrencias de ELOQUENCE: 5
ocorrencias de ELOQUENT: 1
ocorrencias de ELSE: 2
ocorrencias de ELUDE: 1
ocorrencias de ELUDED: 4
ocorrencias de EMACIATED: 3
ocorrencias de EMAIL: 3
ocorrencias de EMBARK: 1
ocorrencias de EMBARKATION: 2
ocorrencias de EMBARKED: 1
ocorrencias de EMBARKS: 1
ocorrencias de EMBERS: 3
ocorrencias de EMBITTERED: 1
ocorrencias de EMBLEM: 1
ocorrencias de EMBOSOMED: 1
ocorrencias de EMBRACE: 1
ocorrencias de EMBRACED: 6
ocorrencias de EMERGENCIES: 1
ocorrencias de EMERGENCY: 1
ocorrencias de EMIGRATION: 1
ocorrencias de EMINENTLY: 1
ocorrencias de EMOTION: 3
ocorrencias de EMOTIONS: 8
ocorrencias de EMPIRE: 1
ocorrencias de EMPIRES: 3
ocorrencias de EMPLOY: 2
ocorrencias de EMPLOYED: 13
ocorrencias de EMPLOYEE: 1
ocorrencias de EMPLOYEES: 2
ocorrencias de EMPLOYMENT: 6
ocorrencias de EMPLOYMENTS: 1
ocorrencias de EMPTY: 2
ocorrencias de EMULATE: 1
ocorrencias de EMULATION: 1
ocorrencias de ENABLE: 3
ocorrencias de ENABLED: 5
ocorrencias de ENCHANTED: 2
ocorrencias de ENCHANTING: 3
ocorrencias de ENCHANTMENT: 1
ocorrencias de ENCODING: 1
ocorrencias de ENCOMIUMS: 1
ocorrencias de ENCOMPASSED: 4
ocorrencias de ENCOUNTER: 5
ocorrencias de ENCOUNTERED: 1
ocorrencias de ENCOUNTERING: 2
ocorrencias de ENCOURAGE: 2
ocorrencias de ENCOURAGED: 2
ocorrencias de ENCOURAGING: 1
ocorrencias de END: 24
ocorrencias de ENDANGERED: 1
ocorrencias de ENDEARED: 1
ocorrencias de ENDEAVOUR: 12
ocorrencias de ENDEAVOURED: 28
ocorrencias de ENDEAVOURING: 9
ocorrencias de ENDEAVOURS: 7
ocorrencias de ENDED: 2
ocorrencias de ENDING: 1
ocorrencias de ENDLESS: 2
ocorrencias de ENDOW: 1
ocorrencias de ENDOWED: 4
ocorrencias de ENDOWMENTS: 1
ocorrencias de ENDUED: 5
ocorrencias de ENDURANCE: 1
ocorrencias de ENDURE: 18
ocorrencias de ENDURED: 23
ocorrencias de ENDURING: 1
ocorrencias de ENEMIES: 7
ocorrencias de ENEMY: 24
ocorrencias de ENERGETICALLY: 1
ocorrencias de ENERGIES: 1
ocorrencias de ENERGY: 1
ocorrencias de ENFRANCHISED: 1
ocorrencias de ENGAGE: 3
ocorrencias de ENGAGED: 18
ocorrencias de ENGAGEMENT: 2
ocorrencias de ENGAGES: 1
ocorrencias de ENGAGING: 2
ocorrencias de ENGLAND: 21
ocorrencias de ENGLISH: 9
ocorrencias de ENGLISHMAN: 2
ocorrencias de ENGLISHMEN: 1
ocorrencias de ENGROSSED: 1
ocorrencias de ENHANCED: 1
ocorrencias de ENIGMATIC: 1
ocorrencias de ENJOINED: 2
ocorrencias de ENJOY: 9
ocorrencias de ENJOYED: 13
ocorrencias de ENJOYING: 2
ocorrencias de ENJOYMENT: 9
ocorrencias de ENJOYMENTS: 2
ocorrencias de ENJOYS: 2
ocorrencias de ENKINDLED: 1
ocorrencias de ENLIGHTENED: 3
ocorrencias de ENNUI: 1
ocorrencias de ENORMITY: 2
ocorrencias de ENOUGH: 12
ocorrencias de ENOUNCED: 1
ocorrencias de ENQUIRED: 2
ocorrencias de ENRAGED: 2
ocorrencias de ENRAPTURED: 2
ocorrencias de ENSLAVE: 1
ocorrencias de ENSLAVED: 1
ocorrencias de ENSUED: 1
ocorrencias de ENSUING: 4
ocorrencias de ENSURE: 2
ocorrencias de ENSURING: 1
ocorrencias de ENTER: 21
ocorrencias de ENTERED: 38
ocorrencias de ENTERING: 6
ocorrencias de ENTERPRISE: 10
ocorrencias de ENTERS: 1
ocorrencias de ENTERTAIN: 1
ocorrencias de ENTERTAINED: 3
ocorrencias de ENTHUSIASM: 11
ocorrencias de ENTHUSIASTIC: 4
ocorrencias de ENTICED: 1
ocorrencias de ENTICEMENT: 1
ocorrencias de ENTICEMENTS: 2
ocorrencias de ENTICING: 1
ocorrencias de ENTIRE: 3
ocorrencias de ENTIRELY: 20
ocorrencias de ENTITLED: 1
ocorrencias de ENTITY: 3
ocorrencias de ENTRANCE: 1
ocorrencias de ENTRANCED: 1
ocorrencias de ENTRANCINGLY: 1
ocorrencias de ENTREAT: 6
ocorrencias de ENTREATED: 6
ocorrencias de ENTREATIES: 4
ocorrencias de ENTREATING: 2
ocorrencias de ENTRENCH: 1
ocorrencias de ENUNCIATION: 1
ocorrencias de ENVELOP: 1
ocorrencias de ENVELOPED: 3
ocorrencias de ENVIRONS: 5
ocorrencias de ENVY: 2
ocorrencias de EPHEMERAL: 1
ocorrencias de EPITHETS: 1
ocorrencias de EPOCH: 2
ocorrencias de EQUAL: 5
ocorrencias de EQUALLED: 2
ocorrencias de EQUALLY: 4
ocorrencias de EQUALS: 2
ocorrencias de EQUIPMENT: 3
ocorrencias de EQUITABLE: 1
ocorrencias de ER: 1
ocorrencias de ERA: 1
ocorrencias de ERADICATED: 1
ocorrencias de ERADICATING: 1
ocorrencias de ERECT: 1
ocorrencias de ERNEST: 13
ocorrencias de ERRONEOUS: 1
ocorrencias de ERRONEOUSLY: 1
ocorrencias de ERRORS: 2
ocorrencias de ESCAPE: 9
ocorrencias de ESCAPED: 7
ocorrencias de ESCAPES: 1
ocorrencias de ESPECIAL: 2
ocorrencias de ESPECIALLY: 4
ocorrencias de ESQ: 1
ocorrencias de ESTABLISHED: 1
ocorrencias de ESTEEM: 3
ocorrencias de ESTEEMED: 2
ocorrencias de ETERNAL: 11
ocorrencias de ETERNALLY: 1
ocorrencias de ETERNITY: 1
ocorrencias de EULOGY: 1
ocorrencias de EUROPE: 2
ocorrencias de EUROPEAN: 2
ocorrencias de EVADED: 1
ocorrencias de EVE: 1
ocorrencias de EVEN: 96
ocorrencias de EVENING: 12
ocorrencias de EVENT: 12
ocorrencias de EVENTFUL: 1
ocorrencias de EVENTS: 18
ocorrencias de EVENTUAL: 1
ocorrencias de EVER: 85
ocorrencias de EVERLASTING: 5
ocorrencias de EVERY: 109
ocorrencias de EVERYBODY: 3
ocorrencias de EVERYDAY: 1
ocorrencias de EVERYONE: 2
ocorrencias de EVERYTHING: 6
ocorrencias de EVERYWHERE: 2
ocorrencias de EVIAN: 2
ocorrencias de EVIDENCE: 10
ocorrencias de EVIDENTLY: 3
ocorrencias de EVIL: 23
ocorrencias de EVILS: 4
ocorrencias de EVINCED: 1
ocorrencias de EXACTLY: 3
ocorrencias de EXALTED: 1
ocorrencias de EXAMINATION: 2
ocorrencias de EXAMINE: 4
ocorrencias de EXAMINED: 6
ocorrencias de EXAMINING: 3
ocorrencias de EXAMPLE: 2
ocorrencias de EXASPERATE: 1
ocorrencias de EXASPERATED: 2
ocorrencias de EXCEED: 3
ocorrencias de EXCEEDED: 2
ocorrencias de EXCEEDINGLY: 2
ocorrencias de EXCELLENCE: 2
ocorrencias de EXCELLENT: 15
ocorrencias de EXCEPT: 14
ocorrencias de EXCEPTION: 2
ocorrencias de EXCESS: 9
ocorrencias de EXCESSIVE: 3
ocorrencias de EXCESSIVELY: 1
ocorrencias de EXCHANGE: 1
ocorrencias de EXCHANGED: 4
ocorrencias de EXCITE: 3
ocorrencias de EXCITED: 12
ocorrencias de EXCITEMENTS: 1
ocorrencias de EXCITES: 1
ocorrencias de EXCITING: 1
ocorrencias de EXCLAIM: 1
ocorrencias de EXCLAIMED: 19
ocorrencias de EXCLAMATION: 3
ocorrencias de EXCLAMATIONS: 2
ocorrencias de EXCLUDED: 2
ocorrencias de EXCLUSION: 1
ocorrencias de EXCOMMUNICATION: 1
ocorrencias de EXCULPATED: 1
ocorrencias de EXCURSION: 1
ocorrencias de EXCUSE: 1
ocorrencias de EXECRATE: 1
ocorrencias de EXECRATED: 1
ocorrencias de EXECRATION: 1
ocorrencias de EXECUTE: 3
ocorrencias de EXECUTED: 3
ocorrencias de EXECUTING: 1
ocorrencias de EXECUTION: 8
ocorrencias de EXECUTIVE: 1
ocorrencias de EXEMPLIFIED: 1
ocorrencias de EXEMPT: 3
ocorrencias de EXERCISE: 6
ocorrencias de EXERCISED: 2
ocorrencias de EXERT: 3
ocorrencias de EXERTED: 2
ocorrencias de EXERTING: 1
ocorrencias de EXERTION: 8
ocorrencias de EXERTIONS: 5
ocorrencias de EXHAUSTED: 6
ocorrencias de EXHAUSTION: 3
ocorrencias de EXHIBIT: 3
ocorrencias de EXHIBITED: 8
ocorrencias de EXHILARATED: 1
ocorrencias de EXHORTATIONS: 2
ocorrencias de EXILE: 5
ocorrencias de EXIST: 6
ocorrencias de EXISTED: 1
ocorrencias de EXISTENCE: 31
ocorrencias de EXISTING: 2
ocorrencias de EXISTS: 2
ocorrencias de EXORDIUM: 1
ocorrencias de EXOTIC: 1
ocorrencias de EXPANDED: 2
ocorrencias de EXPANDING: 1
ocorrencias de EXPANSE: 2
ocorrencias de EXPECT: 7
ocorrencias de EXPECTATION: 6
ocorrencias de EXPECTATIONS: 1
ocorrencias de EXPECTED: 12
ocorrencias de EXPEDITE: 1
ocorrencias de EXPEDITION: 4
ocorrencias de EXPEDITIONS: 1
ocorrencias de EXPEND: 1
ocorrencias de EXPENSE: 1
ocorrencias de EXPENSES: 2
ocorrencias de EXPERIENCE: 7
ocorrencias de EXPERIENCED: 11
ocorrencias de EXPERIMENT: 1
ocorrencias de EXPERIMENTALIST: 1
ocorrencias de EXPERIMENTS: 1
ocorrencias de EXPIRATION: 2
ocorrencias de EXPIRE: 1
ocorrencias de EXPLAIN: 4
ocorrencias de EXPLAINED: 5
ocorrencias de EXPLAINING: 1
ocorrencias de EXPLANATION: 10
ocorrencias de EXPLANATIONS: 1
ocorrencias de EXPLODED: 3
ocorrencias de EXPLOIT: 1
ocorrencias de EXPLORE: 2
ocorrencias de EXPORTING: 1
ocorrencias de EXPOSED: 4
ocorrencias de EXPOSING: 1
ocorrencias de EXPOSTULATE: 1
ocorrencias de EXPRESS: 10
ocorrencias de EXPRESSED: 26
ocorrencias de EXPRESSION: 15
ocorrencias de EXPRESSIONS: 2
ocorrencias de EXPRESSIVE: 7
ocorrencias de EXQUISITE: 5
ocorrencias de EXQUISITELY: 1
ocorrencias de EXTENDED: 2
ocorrencias de EXTENSIVE: 2
ocorrencias de EXTENT: 5
ocorrencias de EXTENTS: 1
ocorrencias de EXTERNAL: 1
ocorrencias de EXTINCT: 2
ocorrencias de EXTINCTION: 4
ocorrencias de EXTINGUISH: 7
ocorrencias de EXTINGUISHED: 8
ocorrencias de EXTORT: 1
ocorrencias de EXTRACT: 1
ocorrencias de EXTRACTING: 1
ocorrencias de EXTRAORDINARY: 1
ocorrencias de EXTREME: 16
ocorrencias de EXTREMELY: 4
ocorrencias de EXTREMES: 1
ocorrencias de EXTREMEST: 2
ocorrencias de EXTREMITIES: 1
ocorrencias de EXTREMITY: 2
ocorrencias de EXTRICATE: 1
ocorrencias de EXULT: 1
ocorrencias de EXULTATION: 3
ocorrencias de EXULTING: 1
ocorrencias de EYE: 18
ocorrencias de EYEBALLS: 1
ocorrencias de EYED: 1
ocorrencias de EYELASHES: 1
ocorrencias de EYES: 104
ocorrencias de F: 11
ocorrencias de FACE: 20
ocorrencias de FACES: 6
ocorrencias de FACILE: 1
ocorrencias de FACILITATED: 1
ocorrencias de FACILITY: 2
ocorrencias de FACT: 4
ocorrencias de FACTS: 6
ocorrencias de FACULTIES: 1
ocorrencias de FACULTY: 1
ocorrencias de FADE: 1
ocorrencias de FADED: 1
ocorrencias de FAIL: 7
ocorrencias de FAILED: 8
ocorrencias de FAILING: 4
ocorrencias de FAILURE: 3
ocorrencias de FAINT: 2
ocorrencias de FAINTED: 6
ocorrencias de FAINTER: 1
ocorrencias de FAINTING: 1
ocorrencias de FAINTNESS: 1
ocorrencias de FAIR: 12
ocorrencias de FAIRBANKS: 1
ocorrencias de FAIRER: 2
ocorrencias de FAIREST: 1
ocorrencias de FAIRLY: 1
ocorrencias de FAIRY: 1
ocorrencias de FAITH: 2
ocorrencias de FAITHFUL: 1
ocorrencias de FALKLAND: 1
ocorrencias de FALL: 10
ocorrencias de FALLEN: 9
ocorrencias de FALLING: 2
ocorrencias de FALSE: 5
ocorrencias de FALSEHOOD: 3
ocorrencias de FALSELY: 1
ocorrencias de FALTERING: 1
ocorrencias de FAME: 1
ocorrencias de FAMED: 1
ocorrencias de FAMILIAR: 8
ocorrencias de FAMILIARISED: 1
ocorrencias de FAMILIARITY: 1
ocorrencias de FAMILIARLY: 1
ocorrencias de FAMILIES: 2
ocorrencias de FAMILY: 31
ocorrencias de FAMINE: 2
ocorrencias de FAN: 1
ocorrencias de FANCIED: 1
ocorrencias de FANCIES: 2
ocorrencias de FANCIFUL: 1
ocorrencias de FANCY: 11
ocorrencias de FANCYING: 1
ocorrencias de FANGS: 1
ocorrencias de FANNED: 2
ocorrencias de FAR: 39
ocorrencias de FARE: 3
ocorrencias de FAREWELL: 10
ocorrencias de FARM: 1
ocorrencias de FARMER: 1
ocorrencias de FARMHOUSE: 1
ocorrencias de FARTHER: 3
ocorrencias de FASHION: 2
ocorrencias de FASHIONED: 2
ocorrencias de FAST: 4
ocorrencias de FASTIDIOUS: 1
ocorrencias de FATAL: 8
ocorrencias de FATALITY: 2
ocorrencias de FATALLY: 1
ocorrencias de FATE: 18
ocorrencias de FATED: 1
ocorrencias de FATHER: 134
ocorrencias de FATIGUE: 12
ocorrencias de FATIGUED: 2
ocorrencias de FATIGUES: 1
ocorrencias de FATIGUING: 1
ocorrencias de FAULTINESS: 1
ocorrencias de FAULTS: 1
ocorrencias de FAULTY: 1
ocorrencias de FAVOUR: 6
ocorrencias de FAVOURABLE: 7
ocorrencias de FAVOURITE: 13
ocorrencias de FAVOURITES: 1
ocorrencias de FEAR: 40
ocorrencias de FEARED: 13
ocorrencias de FEARFUL: 9
ocorrencias de FEARFULLY: 2
ocorrencias de FEARING: 3
ocorrencias de FEARLESS: 1
ocorrencias de FEARS: 10
ocorrencias de FEATURE: 2
ocorrencias de FEATURES: 7
ocorrencias de FEBRUARY: 1
ocorrencias de FEDERAL: 2
ocorrencias de FEE: 9
ocorrencias de FEEBLE: 3
ocorrencias de FEEBLY: 1
ocorrencias de FEEL: 50
ocorrencias de FEELING: 27
ocorrencias de FEELINGS: 76
ocorrencias de FEELS: 2
ocorrencias de FEES: 4
ocorrencias de FEET: 13
ocorrencias de FEINT: 1
ocorrencias de FELIX: 50
ocorrencias de FELL: 18
ocorrencias de FELLOW: 30
ocorrencias de FELLOWS: 3
ocorrencias de FELLOWSHIP: 1
ocorrencias de FELT: 80
ocorrencias de FEMALE: 5
ocorrencias de FEMALES: 1
ocorrencias de FEMININE: 2
ocorrencias de FERTILE: 2
ocorrencias de FERVENT: 2
ocorrencias de FERVENTLY: 1
ocorrencias de FERVOUR: 3
ocorrencias de FESTERING: 1
ocorrencias de FESTIVAL: 1
ocorrencias de FETTER: 1
ocorrencias de FETTERED: 1
ocorrencias de FEVER: 10
ocorrencias de FEVERISH: 5
ocorrencias de FEW: 62
ocorrencias de FIBRE: 1
ocorrencias de FIBRES: 1
ocorrencias de FIDELITY: 1
ocorrencias de FIELD: 6
ocorrencias de FIELDS: 9
ocorrencias de FIEND: 35
ocorrencias de FIENDISH: 6
ocorrencias de FIERCE: 2
ocorrencias de FIERCENESS: 1
ocorrencias de FIFTEEN: 2
ocorrencias de FIFTH: 1
ocorrencias de FIFTY: 1
ocorrencias de FIGHT: 1
ocorrencias de FIGURE: 11
ocorrencias de FIGURES: 1
ocorrencias de FILE: 2
ocorrencias de FILES: 2
ocorrencias de FILIAL: 1
ocorrencias de FILL: 5
ocorrencias de FILLED: 24
ocorrencias de FILLS: 5
ocorrencias de FILM: 2
ocorrencias de FILTHY: 5
ocorrencias de FINAL: 2
ocorrencias de FINALLY: 2
ocorrencias de FINANCIAL: 1
ocorrencias de FIND: 23
ocorrencias de FINDING: 8
ocorrencias de FINDS: 1
ocorrencias de FINE: 6
ocorrencias de FINEST: 1
ocorrencias de FINGER: 2
ocorrencias de FINGERS: 5
ocorrencias de FINISH: 4
ocorrencias de FINISHED: 8
ocorrencias de FIRE: 26
ocorrencias de FIRED: 3
ocorrencias de FIRESIDES: 1
ocorrencias de FIRING: 2
ocorrencias de FIRM: 7
ocorrencias de FIRMEST: 1
ocorrencias de FIRMLY: 3
ocorrencias de FIRMNESS: 4
ocorrencias de FIRST: 108
ocorrencias de FISH: 3
ocorrencias de FISHERMEN: 3
ocorrencias de FISHERS: 1
ocorrencias de FISHING: 5
ocorrencias de FIT: 7
ocorrencias de FITNESS: 2
ocorrencias de FITS: 3
ocorrencias de FITTED: 3
ocorrencias de FITTER: 1
ocorrencias de FITTING: 1
ocorrencias de FIVE: 10
ocorrencias de FIX: 4
ocorrencias de FIXED: 24
ocorrencias de FIXING: 3
ocorrencias de FLAGRANT: 1
ocorrencias de FLAME: 1
ocorrencias de FLAMES: 2
